Name,Guild,Race,Total Level,Items
Sylphyne,,Human Female,0,
Zeratulx,Peace,Human Male,27982,
Bluu,Volkite,Human Female,71726,
Lispy,Blood,Human Male,43332,
Miiemoo,Hildred,Human Female,63675,
Jorros,Phase,Human Female,67300,
Dorpoise,Snare,Human Male,83568,
Jees,Milis,Giant Female,46119,
Manaka,Goodmorning,Elf Female,44453,
Biaciance,Optimates,Human Male,45226,
kiritokira,Windcrest,Human Male,37091,
Edronic,,Human Male,2519,
LSkywalker,,Human Female,2001,
Zeritha,Peace,Human Male,59004,
Peridactyl,,Elf Female,2923,
Jadesy,Fatalis,Human Female,100899,
Donsheo,,Human Male,68082,
Isonox,Coexist,Human Male,57375,
Stellafin,Mabigen,Elf Female,68905,
Rivem,,Elf Female,57820,
Mooseybabe,,Giant Male,0,
Gorchin,Mitigate,Human Male,64124,
BARIN+Tarlach,Indica,Human Male,33489,
bxteddy,,Human Female,22304,
Forresthaven,Thestrawhats,Elf Female,24195,
Mysticnibble,Sweetbeans,Elf Female,21290,
Anriev,Mazoku,Elf Female,51130,
Linkzo,thorny,Elf Female,64490,
Phedelis,,Elf Female,20476,
Mochamuse,Peace,Elf Female,33744,
Ignathor,Dragonden,Giant Male,56200,
Rosestella,Hollowknight,Human Female,109463,
Owlski,,Human Male,0,
Remoron,,Human Male,20998,
Hidekage,Somnus,Human Male,55191,
Mirorie,Yako,Elf Female,49836,
Lidiniya,Mahoushoujo,Giant Female,27085,
Kad,Dinner,Elf Female,53116,
Jayoz,Delirium,Giant Female,90370,
Saiite,Severe,Giant Male,57524,
Angelicmaide+Alexina,,Human Female,30020,
Bluhberry,Isekai,Human Male,65455,
barad,,Elf Female,20476,
Sargeyy,Peeshine,Human Female,55197,
Aryyui,Nakamas,Human Male,65947,
GREEKWARRIOR,Wander,Giant Female,41995,
Solnieves,,Elf Female,43135,
Niavt,,Elf Female,17465,
Poutiiy,,Elf Female,25038,
Zelfal+Alexina,Dread,Giant Female,95026,
Monmoney,,Human Male,20476,
codemonkey,Cartel,Human Male,24241,
Yoro4,Kitsuneflame,Elf Female,41545,
Silverstream,Mazoku,Human Female,24548,
Blluehawk,,Human Female,45208,
Flightfoot,Oekaki,Elf Female,50258,
Tokushe,Nakamas,Human Female,57054,
Twinstarrx3,Celestic,Human Female,55823,
Serime,Unreliable,Elf Female,61306,
Miraulin,Wander,Human Female,64442,
Nisehikari,Epoch,Elf Female,40033,
Atlas,Lost,Giant Female,59219,19407
Cosmomoxx,,Elf Male,0,
XTREMEa,Gotei,Human Male,58600,
Luamarin,,Elf Female,3,
Riotazakura,Hershey,Human Male,126986,
Kumii,,Human Male,63827,
Tsukachikki,Aitailians,Elf Female,65305,
Jaxeur1,Australians,Human Male,59535,
Selhou,Heart,Human Female,34292,
Mokkana,Arrowstar,Human Female,35410,
Orisoul,lnsane,Elf Male,65845,
Sowduh,,Human Male,22776,
Axial7,,Human Male,27603,
Altlos,Ouija,Human Male,36915,
Michouri,Isekai,Human Female,36821,
Rilent,BADLuck,Human Male,65689,
Nuwell,Lost,Human Male,49452,
Lyrasnow,Aulung,Human Female,56941,
Shokh,Dualshock,Human Male,2325,
Wahuu,Goodmorning,Human Male,60147,
Hanagasumi,Wander,Human Female,58401,
lynren,Alliances,Human Male,35108,
Meel,Delirium,Elf Female,85375,
Lolth,ICRKI,Elf Female,56491,
Frodnaar,Artificers,Human Male,72009,19406
Sasanqua,Apricity,Elf Female,74250,
Denetsune,,Human Male,0,
Jackzero,,Human Male,53572,
nijiaa,Eggie,Giant Female,61311,
Sorath,Afterburner,Human Female,57745,
Sophilulu,Rebellious,Giant Female,22635,
Marjas,Vanquisher,Human Female,55959,
Schmooper,Mechanics,Elf Male,21694,
Jarlaxle,,Human Male,23554,
Evadnia,,Giant Female,32656,
Kitsuran,Hystoria,Elf Female,54179,
Ubergeek,Gremlins,Elf Male,65423,
Skylaar,Palmetto,Elf Female,58589,
Knorbi,,Human Female,40054,
Zakkyurrdai,Kami,Human Male,12229,
ruixx,,Elf Female,53190,
Makea+Alexina,,Human Female,24744,
Kynakosan,Asesinos,Human Female,142829,
Rougnights,,Human Male,33006,
Yellowflash,Lightning,Human Male,104245,
Mercuti0,Grayraven,Giant Male,24605,
Lookpaohwait,,Giant Male,0,
Hyrion,Motion,Human Female,59316,
Nolenoe,Asesinos,Human Female,28265,
Nachiroux,,Elf Female,40913,
Kuroseiun,,Human Female,60668,
Reasoned+Alexina,,Human Female,2,
Syoteu,,Human Male,0,
Ark,,Human Male,0,
Coolpickles,,Elf Female,223,
Xiaois,,Human Male,41666,
Perseuslance,Rururu,Human Male,2963,
darkbvnny,,Human Male,0,
Stelka,Shakari,Elf Female,6480,
Mannycakez,Cakes,Human Male,54110,
Bardache,Cozycrew,Human Male,20999,
Artel,Vsekai,Human Female,88000,
Iconix,,Human Male,80854,
Alucard82,Arkadia,Human Male,74427,
Cadhogan,Manablade,Human Male,24994,
Ryuchan,Landsbetween,Human Female,33084,
Gifty13,Aulung,Human Male,33793,
Baaygol,,Elf Male,624,
Pelasgun,NAVER,Human Male,46847,
Danoative,Rune,Human Male,61071,
Laeniti,Cozycrew,Elf Female,23757,
Rxsii,,Elf Female,0,
Xaxouri,Frens,Human Female,54218,
Mayvi,Liquor,Elf Male,17750,
Karuchan,Voodoo,Elf Female,46526,
Wolfzero1,Isekai,Human Male,29279,
Mariiniara,Vanquisher,Giant Female,24754,
Tsukimihime,,Human Female,36089,
Serpho,Trance,Giant Male,77481,
THEONLYONELEFT,Pierce,Giant Female,71415,
Torsou,Mabinbois,Human Male,25202,
Mossvandal,Aequitas,Human Male,24071,
khasatka,cheekibreeki,Human Female,7471,
Eilenebekah2,Solarwind,Giant Female,48904,
Koakooma,Lostbelt,Elf Female,21488,
Rehy,,Human Male,0,
mewcrusher,thorny,Human Female,25504,
Kuraizen,Sleep,Human Male,77932,19406;1000059;1000059;3100003
Endymionhawk,Frens,Human Male,65468,
Pristinea,Eggie,Elf Female,58772,
Feialyn,Faernrrinae,Human Female,26981,
Aversaknight,Cozycrew,Human Female,66888,
yotsuryu,,Elf Female,22628,
Sirbigstick,Isekai,Giant Male,57802,19406
Periithion,Insomniac,Giant Male,63758,
Spazzyorbitz,,Human Male,31954,
lvl,Hershey,Human Female,62067,
Buggy,,Elf Male,8003,
Austinquinn,Alliances,Elf Male,28611,
Nagatoblu,Lightning,Human Male,45630,
ghoca525,Noctis,Elf Male,63939,
Ennacat,Goodmorning,Elf Female,29834,
Risk,Juice,Elf Female,95225,
Panteram,Eradicate,Human Male,48619,
BIGGZes,Kitsunee,Giant Male,44477,
sdfgase5,,Elf Female,1,
Faustein,Autumnal,Elf Male,76832,
Vennix,Motion,Human Male,56364,
Amrune3388,,Elf Female,28373,
Othellos,Sinner,Elf Male,45352,
lunanessca,Butterflies,Human Female,53686,
Zarrockblue,Shenanigans,Elf Female,54364,
Ghostmage+Tarlach,Shenanigans,Human Male,41983,
wwall,Severe,Elf Male,64884,
Haniliko,Wealth,Elf Female,22175,
Partoshon,,Giant Male,20476,
Ganein,Mercury,Human Male,28260,
Camarun,Peace,Human Male,5363,
Cicishu,Trapped,Human Female,55402,
DKI,Goodmorning,Human Female,56441,19407
Llamasan,Cinnamon,Human Male,74899,
Miyako,Sundew,Human Female,92807,1080048
Msyticalcorn,Solarium,Human Male,75174,
Rekeya,Reunion,Human Male,56039,
Dokkan,RELOGHORIZON,Elf Female,57792,
Solis,Labor,Human Male,63652,
lizure,Drowsy,Giant Male,70382,
bobotea,Slay,Human Female,48600,
Harvestashia,Wander,Elf Female,69431,
Ishmamel,,Human Male,24686,
Leximius,,Giant Male,15,
Raijinshiki,Erranthor,Human Male,41425,
Raggudasauce,Deardrops,Giant Female,44268,
storeknacks,Fletaanid,Elf Male,59066,
Angelofpower,Hybridtheory,Giant Male,61475,
Sirfawkes,,Human Male,0,
Avionyx+Alexina,FORCE,Elf Male,75383,
Aisqueam,,Human Female,0,
Mondongazo,Monochroma,Human Male,56918,
Akizono,Chai,Human Female,39124,
Halioon,Severe,Human Male,66856,
Lumitea,,Human Female,0,
Rockinfella,Fillia,Human Male,41736,
Legendzofods,Poverty,Human Female,56353,
Mommasatan,,Giant Female,0,
Peachieclean,,Human Female,21714,
Sushibee,thorny,Elf Female,37842,
camodano66,,Human Male,5,
Lashate,Frosty,Human Male,48885,
Inoriyuzuria,Rikka,Human Female,77294,
Yuiki,,Giant Female,34494,
Silver,Durian,Human Female,71398,
Rareluna,Nekojima,Elf Female,26523,
Gutsman+Tarlach,,Giant Male,9377,
Azurome,Luxubu,Human Female,85981,
Motashi,,Elf Male,0,
Berdandi,,Elf Female,0,
Kurimon,Sleep,Elf Female,78807,
toph3,,Human Female,21063,
Mishca+Ruairi,,Human Male,40005,
Abandonware,Radiant,Giant Male,52049,
Kurose,Oekaki,Human Female,74473,
Sariette,Nelson,Giant Female,27641,
Mohorasu,Eggie,Elf Female,51178,
mybowbroke,,Elf Female,0,
Keazori,Sofakinglazy,Human Male,53601,
Gwindel,Breakfast,Human Female,49611,
Aerota,Grayraven,Human Male,43322,
AIverdine,,Elf Female,33085,
Imiko+Mari,Lothlorien,Human Female,58933,
Diavolo,Endowed,Giant Male,64376,
Komach,Goodmorning,Human Male,61368,1000059;3100003;1000059;19406
Mibbens,thorny,Human Female,61452,
Sukikitten,Zenko,Elf Female,54821,
Aurorastad,Evergarden,Human Male,20538,
Korinoani,,Human Male,0,
Krisxos,,Human Male,0,
Dragonking9,,Human Male,32658,
Knightxsmeag,Aerouant,Human Female,25607,
Rell90092,Rememberance,Human Female,24232,
Abduct,Harajuku,Elf Male,5985,
Brookiie,Lost,Giant Female,59527,
Solairias,,Human Male,0,
Bumbi,Ponder,Elf Male,39069,
Heegs,SHADOWGARDEN,Human Male,79495,
onioni,Eggie,Elf Female,88033,
Maharl,Triluacastle,Human Female,24037,
Pomtree,,Human Female,58,
Yakitori,Drowsy,Human Male,77163,3100003;1000059;3100003;19406
Kosapyon,Fletaanid,Human Female,56537,
Thebenjy,Isekai,Human Male,48572,
Cylia,,Elf Female,30568,
Krylic,,Human Male,0,
Bravoallover,Noctis,Elf Male,7914,
Arktearz,Wander,Elf Male,114897,
Kyojin,Motion,Giant Female,58325,
Lenaerie,Alliances,Giant Female,35812,
Technika,Rebarded,Human Male,44759,
Seruf,Nexurianos,Human Male,27334,
Meteorstrike,Motion,Giant Female,73947,
Arianell,Niflhel,Elf Female,65983,
Johnstark,Stoner,Human Male,58812,
Zekewildfire,,Human Male,0,
Azionne,Transcend,Human Male,84000,
Jyoo,Blacktea,Giant Female,30820,
Sapphierreta,,Human Female,0,
Erucii,Rainconquest,Human Female,38328,
Sylphra,Freesia,Elf Female,56310,
Bonesetter,,Human Male,25657,
sushi2055,Durian,Elf Male,80936,1080048
Dowie,Fayenia,Human Male,107290,
Bagraf,,Elf Male,0,
wolf16,,Human Male,21968,
Eruruu1111,Railgun,Human Female,57008,
Diviels,BUFF,Human Male,52866,
Kallek,Troupe,Elf Male,23467,
Swordl,Dinner,Giant Female,36398,
Iryseh,Carcharadon,Elf Female,22973,
Corpsegrinda,,Human Female,0,
Vru,Isekai,Human Male,60228,
Electricman2,Motion,Human Female,68733,
Strike,,Giant Female,0,
Pivvi,Boopsquad,Giant Male,50314,
Zirilan,Chevaliers,Giant Male,74247,
Alucan,Fayenia,Elf Female,40910,
Ancei,Chai,Human Female,67177,
Milize,Lost,Human Female,75310,
Stakker,,Human Female,20476,
Fluxadept,Geass,Elf Female,50043,
Jwnchoi,,Human Male,39364,
Karba1,,Human Male,0,
Linadusk,Shiny,Elf Female,23675,
Leonscott,Ponder,Human Male,96870,
Recrudescent+Mari,Sundew,Elf Female,63541,
Deathila,Havens,Human Female,72523,
Cheese,Arkadia,Human Male,59869,
Eovyn,Niflhel,Human Female,130232,
Upwind,,Human Male,24513,
Mrmyre,Ophanim,Human Male,57775,
Kitschi,Prudentia,Elf Female,48080,
Burakkurozu,Shinku,Human Male,64607,
Sonarcoji,Kyndred,Elf Male,57990,
Lilypadmiral,Cozycrew,Elf Female,44140,
Fopc4621,Artificers,Elf Female,71705,
Dreamwish,,Elf Female,0,
OTM,,Human Female,57735,
Esteban,Sword,Human Male,67661,
lmmiscible,Lost,Human Female,62602,
xskybleu,,Human Female,15169,
Ruviene,Solarium,Human Female,33924,
Ataw,Relentless,Human Male,61730,
Cheii+Ruairi,Andromeda,Human Female,21741,
Gear,Hollow,Human Male,86078,
Oribiter,Swirl,Elf Male,31531,
Gorhed,,Giant Male,744,
Zenithxv,Juice,Elf Male,56545,
Alvora,Alliances,Giant Female,21557,
demonk+Mari,Vanquisher,Elf Male,47113,
Seshiria,Shenanigans,Human Female,61963,
sleepycbr,Slayer,Human Female,52262,
Sugarboba,Noceur,Elf Female,33600,
Glenner,,Human Male,38960,
Xionic53,Fillia,Human Male,48767,
xlighted0,FORCE,Elf Male,27321,
kiiji,,Human Male,27136,
Danameless+Ruairi,Sword,Human Male,39932,
Rosechu,Boundaries,Elf Female,56345,
Siraxle,Vanquisher,Human Male,23454,
PAPERWASP,Reunion,Elf Male,55873,
Hyeareum,,Human Male,22277,
Gammera+Alexina,Treblemakers,Elf Male,63531,
Spellfi,Wintervale,Human Female,45383,
Ezio123,Zoltraak,Human Male,53470,
milftenshi,Incarnate,Elf Female,32595,
Lovilie,,Human Male,0,
Sheeple+Mari,,Human Female,44329,
Mordred,Eradicate,Human Female,55700,
Smole,Delirium,Human Male,58842,
Witchyone96,Alliances,Human Female,27254,
Nerolilium,Fallensaints,Human Female,51504,
Demonbiscuit,Lost,Human Male,63035,19406
Raidynsage,,Elf Male,77679,
Fumilicious,,Human Female,22199,
Rasalom,Dragonden,Elf Male,22250,
ZACKattack,,Human Male,29274,
Shandui,Moosh,Human Male,64177,
Raimeil,Shoe,Elf Female,26848,
Audoren,Hollow,Human Male,47800,
Khalafina,Boundaries,Human Female,31444,
Lillychee,Oekaki,Human Female,80412,
Eamont,Isekai,Giant Male,101626,
IFINTI,Peace,Giant Female,57949,
Rewdna,Cloudy,Human Male,198196,19406
Fjiona,Aetherite,Giant Female,21557,
Mooban,,Elf Female,52341,
Yarkivik,Dragonfly,Human Female,47015,
Neosendo,Inquisitors,Human Male,23337,
Marhth,,Human Male,0,
hucklejuice,Transcend,Elf Female,25710,
Goliat,Gotei,Giant Male,59000,
Oniriyu,Kronos,Human Male,63246,
Sleohx,,Human Male,52613,
Gigasahur,Lost,Human Female,70190,
Sucbarashii,Lost,Elf Male,66087,3100003;19406
Hoshitsukiyo,OSTmedley,Human Male,127800,
Thebadger,Hershey,Human Female,109618,
Lunarki,Lost,Elf Female,64517,
Ismani,Village,Human Female,36123,
Nimmlet,Bergenites,Giant Male,22599,
Alyenor,Irreverence,Human Female,1148,
Voidborne,,Giant Female,0,
Takanuva,Deardrops,Human Female,76333,
Majoneko,Whaleforce,Human Female,54892,
Sydneyoak,Darkroses,Human Female,64938,
Dracome,Toastedbuns,Human Female,23486,
Anyahrose,,Elf Female,1,
Miraikitsune,,Human Female,0,
Omnicity+Alexina,,Human Male,21290,
TAPOOGA,Alcohol,Human Female,1108,
Toshing,Unreliable,Giant Male,69518,
Korakka,,Human Female,34218,
Andi,Mazoku,Elf Female,40042,
MKV02,Ouken,Giant Male,67576,41233
Iwakurakaze,Screech,Human Female,55329,
chibihei,Wander,Human Female,117992,19407
Tsukiyas,Delirium,Elf Female,68251,19407
Syruune,,Giant Female,5274,
Zukitchi,Master,Human Male,80898,
Ironnight,Frens,Elf Female,47026,
Axel1828,Gotei,Human Male,28185,
nikkachan,Motion,Human Female,26428,
Nyx,Lost,Human Female,59112,
Suiisei,,Human Female,0,
Zeroplayer,Archive,Human Male,52793,
Liquoricetwist,,Human Female,5472,
Kiva63,,Human Female,0,
Enesuki,Delirium,Human Male,93585,
Skillfully,Loot,Human Male,73320,
Raouzo,Master,Elf Male,30616,
Opticfusion1,,Giant Female,0,
Jeebiee,Dementia,Elf Female,57649,
lsaac,Havens,Human Male,54974,
Draftwind,Borealis,Elf Female,56311,
Gingy,Goodmorning,Elf Female,51988,
Thunder41,Malpercio,Elf Male,51740,
Silvair,Looters,Elf Female,55088,
Ashveiil,Cakes,Human Male,22135,
Chimerochid,,Giant Female,21731,
Korggoth,Sword,Giant Male,47079,
Ariella,,Human Female,41556,
Aeternis,Peace,Human Male,54044,
Erzebette,,Elf Female,0,
Faeshia,Andromeda,Elf Female,44903,
Nammy123,Shenanigans,Human Male,25878,
looniecookie,Eggie,Human Female,46934,
Lediee,,Human Female,0,
Haarlep,Faerun,Elf Male,91727,
Yumeko,Niflhel,Elf Female,83750,
linmii,,Elf Female,51070,
Eodwyn,,Human Male,0,
Teezy,,Human Male,0,
Sofiya,Isekai,Human Female,23943,
Rhem,Tuathade,Human Male,41363,
meowmallow,Drowsy,Elf Female,51243,
sakunagi,,Elf Female,38944,
Vestals,,Elf Male,0,
adfhgaertygh,,Elf Female,1,
ceal+Mari,Zantetsuken,Human Female,27457,
Expiredmilky,Shenanigans,Elf Male,91038,
hitsu,Goodmorning,Human Female,40236,
Ive,,Elf Female,0,
Yuulith,Wander,Human Female,59529,
zombieblanco,Frens,Elf Female,61089,
Sophierose,Cowcafe,Human Female,50728,
Boar,Optimates,Giant Male,47009,
Datemaru,Boopsquad,Human Male,123025,
cobbi,,Human Male,33712,
gargdiner,Toyshop,Human Male,3348,
mouaster,,Human Male,49044,
Ichtakah,Frostbyte,Elf Male,42503,
Irnautis,Ravenspire,Human Male,2580,
Scott,Juice,Human Male,79590,
Superbardock,Rainconquest,Human Male,82691,19406
Yellowcow,Coexist,Elf Male,35752,
naomiki,Amanecer,Human Female,65340,
METAJINI,Oaks,Giant Male,65348,
Dragonknighs,Visions,Human Male,69342,
Missejs,Optimates,Human Female,33015,
Daisyeggie,Eggie,Elf Female,74448,
Judiciar,,Human Male,49235,
Verenox,Lightning,Giant Male,58037,
Sonykitten,Ashen,Human Female,98420,
Adagast+Alexina,,Elf Male,24320,
Luxury,Wackusbonkus,Giant Female,89405,
Feenilvalen,SAILORSENSHI,Elf Female,31993,
Valerune,,Human Female,0,
DJthegreengiant,Solarium,Giant Male,68408,
Lilychans,Radiant,Elf Female,120541,
Jinnsu,Severe,Giant Male,66267,
Mahovalia1,,Elf Male,64003,
Proflayton,Zantetsuken,Human Male,62081,
Cruxisangel+Alexina,Boundaries,Human Male,92401,
Paeg,Lost,Human Female,47035,1070014;3100003
heitaos,Nakamas,Human Male,42599,
Naustix,Castaway,Human Male,22463,
Cynthric,Hikatokage,Human Male,25714,
Softquill,Wander,Human Female,114960,
Nevertell,Endowed,Human Female,54051,
Luvsy,,Human Female,54952,
Emitsuu,,Giant Male,20509,
Bedelia,Harajuku,Human Female,60884,
IBulba,Cavalry,Human Male,62388,
Mengage,Shenanigans,Giant Male,95643,
Bum,Valencia,Giant Male,80143,19406
Sanali+Alexina,,Human Female,23645,
Blackseig,Lightning,Human Male,160480,
Suicidalhero,,Human Male,25812,
Lilacsbloom,Juice,Human Female,69083,
Fireforcepo,AOGIRI,Elf Female,21631,
Rothstein,Optimates,Human Female,55587,
Seinasc,,Human Female,0,
Blualexander,Tekkaden,Human Male,60453,
Negisensei,Paradiselost,Human Male,54814,
Nyrasagi,,Elf Female,0,
Magickbark,Mercury,Human Male,29116,
Nosile,Rainstorm,Human Male,56643,
Osamu,Zenko,Elf Male,42401,
Liviane,,Human Female,54333,
Wilfrida,Astarius,Human Female,2957,
Xxumiix,Frosty,Elf Female,21716,
Bunnybrew,,Elf Female,40933,
Sarcasm,Transcend,Elf Female,94776,
Wolferss+Mari,ICRKI,Human Male,68478,
Adorabible,Antihero,Human Female,49169,
Treefrog,Treehouse,Human Male,95678,
Caprena,,Human Female,20,
iamharuu,Eradicate,Human Female,64306,19407
Nagilum,,Human Male,31689,
Henrietta,,Human Female,44721,
Jumboshrimp+Ruairi,Dinner,Human Male,55041,
Ayumuchii,,Elf Female,0,
Hadin,,Human Male,14910,
Enryan,Heroic,Human Male,60350,
Intafiir,Audicia,Human Male,31373,
Lamblebee,thorny,Human Female,65424,
Zathaz,,Giant Male,4683,
Dasmak,Boundaries,Human Male,78474,
Ubarruk,,Giant Male,41108,
Aldozeth,,Human Male,51099,
Morgangin,,Human Male,1577,
smewduck,NAVER,Human Female,76123,
Obiroshi,,Human Male,22067,
Nikolaevich,Starway,Human Male,46992,
Azreaal,Dualshock,Human Female,61879,
Niought,,Elf Male,0,
Deflect,Sprout,Giant Male,51112,
Jayumi,Melatonin,Human Female,24867,
Night+Alexina,Stinky,Elf Male,49438,
VAVAEH,Arrowstar,Elf Female,52880,
Phame,,Human Male,60444,
Lexicay,Ponder,Human Female,48646,
haruwharu,Eradicate,Elf Female,58963,
Strongfocus,RELOGHORIZON,Giant Male,53675,
Marth1,,Human Male,53650,
Bluechromium,,Human Female,3251,
WAZZAPENIN,Lost,Human Male,85484,
Crour,,Human Male,402,
Mykinos,Wander,Giant Male,102087,
Thebluebull,Solarium,Elf Male,27374,
cyt+Ruairi,,Human Male,48674,
Ethanscotty,Arms,Human Female,47810,
Estheriadne,Sword,Giant Female,65843,
Arumina,Tamago,Elf Female,74569,
Rappo,Juice,Human Male,91099,
Ichik4,,Human Female,40000,
Jelijig,,Giant Female,37540,
Henyuu,Cluster,Elf Female,76912,
slothii,Prudentia,Elf Male,62400,
cm56,,Elf Female,29066,
Oniontchi,,Elf Female,26429,
Machlie,Visions,Human Female,48169,
Mercie,,Human Male,137142,
DInfiltrator,,Human Male,0,
Arastalis,Loot,Human Female,62781,
Kakashi1+Mari,Mahoushoujo,Human Male,26034,
Albeiro+Ruairi,Sakura,Human Male,45758,
kettima,Coexist,Human Female,23266,
Kuroichi,Blossom,Human Female,31738,
Grimith,Mabeon,Elf Male,51958,
Yamanoki,Blush,Elf Female,65406,
Rockk,Chevaliers,Human Male,96583,
Lilithawiyah,,Human Female,85106,
Bigkearog,Motion,Giant Male,51705,
Six,Lullaby,Human Male,26754,
Stratos,,Human Male,23207,
Luciclown,Ophanim,Elf Female,38230,
Vanildra,Niflhel,Elf Female,51430,
kololoko,,Human Female,25776,
Viy,Stormy,Elf Male,63505,
Kamiiko,,Elf Female,56354,
Supingpongg,,Human Female,0,
Shinyquarter,Ravenclaws,Giant Female,26167,
Williest,Mercury,Human Male,40867,
ltty,Nakamas,Human Male,37968,
Minixergato,Fletaanid,Human Female,106094,
Aquatta,Shenanigans,Human Female,60127,
Tsuendriel,,Human Female,2554,
Torasen,Coexist,Human Male,38078,
Thywolfe,,Human Female,24720,
calamarikun,Stinky,Human Male,55398,19406
Chara303+Alexina,Dragonden,Human Male,38572,
Shelbertio,Loot,Elf Male,22267,
Voltergrev,Wander,Human Male,47905,
Scindel,Zenko,Human Male,28355,
Arya26,Blood,Elf Female,47720,
Petitlyrical,Aitailians,Human Female,111350,
Greatblade,Lame,Human Female,33683,
Leif,Visions,Human Male,63174,
Friendlyx3,Hershey,Elf Male,73300,
Anjell,,Human Female,646,
Deathblade10,Passione,Human Female,48966,
mawangkkuku,Eggie,Elf Male,42781,
Eazyeltrey,Blacktea,Human Male,33597,
Soyabii,Hildred,Human Male,83852,
Chorofapski,Valencia,Human Male,62642,
Karinabb,SEGA,Human Female,22570,
Vesho,Dementia,Giant Male,57215,
Ladecana,,Human Female,13271,
flamegoon,Kumogakure,Human Male,59662,
Zentressa,Alliances,Human Female,32307,
Nanorobotmk2,,Human Male,0,
Snugglebunii,,Human Female,20758,
Toykun,Peace,Human Male,60498,
Poople,Oekaki,Human Male,60213,19406
Mirian,,Elf Female,2488,
Mirellabelle,Visions,Elf Female,57588,
Maudpi3,Eradicate,Human Female,57057,
Bakagiraffes,Dinner,Giant Female,47979,
Guangxin,Eloquent,Human Female,45076,
azure122,,Human Female,0,
Raet,Spirit,Giant Male,28316,
Fear,,Giant Female,0,
Chickendon,Visions,Human Male,59212,
Jeremyblue19,Vanquisher,Human Male,93565,
Yoho153,Eloquent,Human Male,60440,
Chocho+Tarlach,Isekai,Human Female,50510,
Webiwabo,Silverdust,Human Female,36666,
jcextreme997,Mazoku,Human Male,35559,
FearMonger,Grumbills,Human Male,53667,
koinu122,Kitsuneflame,Elf Female,68017,
Nikoleech,,Human Male,0,
Gondarms,,Human Male,317,
Loreal,,Elf Female,0,
Ascilis,Shenanigans,Elf Male,33808,
Rinnie002,Lethaldrive,Elf Female,286,
Malloo+Alexina,Mercury,Elf Male,6920,
Alicia,Feline,Human Female,42000,
Murielka,Linaria,Giant Female,22097,
Shuruko,Introverted,Human Female,57345,
Tsagaan,,Giant Female,47030,
Xzuu,Arms,Human Female,32052,
BIazendraco,Visions,Human Male,63006,
Frostykitty,Audicia,Human Female,59861,
Suku919,Latale,Human Female,66772,
Asura,,Human Male,111507,
Mottleyp,Transcend,Human Male,41560,
Chanala,Kani,Giant Female,96030,
